spot1,spot2,date,amount
DC8,DC10,2022/1/25,36586
DC10,DC4,2022/1/25,40200
DC10,DC5,2022/1/25,2
DC10,DC8,2022/1/25,1082
DC4,DC8,2022/1/26,462
DC4,DC10,2022/1/26,2648
DC7,DC4,2022/1/26,2
DC7,DC8,2022/1/26,651
DC7,DC10,2022/1/26,999
DC8,DC4,2022/1/26,595
DC8,DC10,2022/1/26,18421
DC10,DC4,2022/1/26,58038
DC10,DC8,2022/1/26,1565
DC4,DC8,2022/1/27,245
DC4,DC10,2022/1/27,2618
DC7,DC4,2022/1/27,5
DC7,DC8,2022/1/27,967
DC7,DC10,2022/1/27,535
DC8,DC4,2022/1/27,1233
DC8,DC9,2022/1/27,7
DC8,DC10,2022/1/27,20563
DC10,DC4,2022/1/27,32793
DC10,DC8,2022/1/27,1553
DC4,DC8,2022/1/28,74
DC4,DC10,2022/1/28,1686
DC7,DC8,2022/1/28,583
DC7,DC10,2022/1/28,266
DC8,DC4,2022/1/28,633
DC8,DC10,2022/1/28,10692
DC10,DC4,2022/1/28,27576
DC10,DC8,2022/1/28,581
DC4,DC8,2022/1/29,221
DC4,DC10,2022/1/29,6626
DC7,DC4,2022/1/29,4
DC7,DC8,2022/1/29,554
DC7,DC10,2022/1/29,586
DC8,DC4,2022/1/29,354
DC8,DC10,2022/1/29,13797
DC10,DC4,2022/1/29,28160
DC10,DC8,2022/1/29,716
DC4,DC8,2022/1/30,52
DC4,DC10,2022/1/30,1744
DC7,DC4,2022/1/30,4
DC7,DC8,2022/1/30,823
DC7,DC10,2022/1/30,882
DC8,DC4,2022/1/30,381
DC8,DC10,2022/1/30,12786
DC10,DC4,2022/1/30,8453
DC10,DC8,2022/1/30,227
DC4,DC8,2022/1/31,6
DC4,DC10,2022/1/31,18
DC7,DC4,2022/1/31,3
DC7,DC8,2022/1/31,458
DC7,DC10,2022/1/31,153
DC8,DC4,2022/1/31,82
DC8,DC5,2022/1/31,14
DC8,DC10,2022/1/31,3797
DC10,DC4,2022/1/31,7475
DC10,DC8,2022/1/31,39
DC4,DC8,2022/2/1,1
DC4,DC10,2022/2/1,9
DC7,DC8,2022/2/1,179
DC7,DC10,2022/2/1,203
DC8,DC4,2022/2/1,205
DC8,DC10,2022/2/1,1852
DC10,DC4,2022/2/1,3500
DC10,DC8,2022/2/1,44
DC4,DC10,2022/2/2,5
DC7,DC8,2022/2/2,311
DC7,DC10,2022/2/2,138
DC8,DC3,2022/2/2,3
DC8,DC4,2022/2/2,32
DC8,DC10,2022/2/2,1467
DC10,DC4,2022/2/2,3075
DC10,DC8,2022/2/2,120
DC4,DC10,2022/2/3,3
DC7,DC8,2022/2/3,275
DC7,DC10,2022/2/3,218
DC8,DC4,2022/2/3,49
DC8,DC10,2022/2/3,3282
DC10,DC4,2022/2/3,5367
DC10,DC8,2022/2/3,72
DC7,DC4,2022/2/4,3
DC7,DC8,2022/2/4,746
DC7,DC10,2022/2/4,292
DC8,DC4,2022/2/4,57
DC8,DC10,2022/2/4,4334
DC10,DC4,2022/2/4,5314
DC10,DC8,2022/2/4,216
DC4,DC10,2022/2/5,2
DC7,DC4,2022/2/5,5
DC7,DC8,2022/2/5,734
DC7,DC10,2022/2/5,285
DC8,DC4,2022/2/5,56
DC8,DC10,2022/2/5,4582
DC10,DC4,2022/2/5,14464
DC10,DC8,2022/2/5,177
DC4,DC8,2022/2/6,6
DC4,DC10,2022/2/6,3
DC7,DC8,2022/2/6,514
DC7,DC10,2022/2/6,309
DC8,DC4,2022/2/6,58
DC8,DC10,2022/2/6,2802
DC10,DC3,2022/2/6,3
DC10,DC4,2022/2/6,8643
DC10,DC8,2022/2/6,342
DC4,DC8,2022/2/7,38
DC4,DC10,2022/2/7,45
DC7,DC8,2022/2/7,927
DC7,DC10,2022/2/7,677
DC8,DC4,2022/2/7,153
DC8,DC10,2022/2/7,13255
DC10,DC4,2022/2/7,29785
DC10,DC8,2022/2/7,498
DC4,DC8,2022/2/8,125
DC4,DC10,2022/2/8,144
DC7,DC8,2022/2/8,663
DC7,DC10,2022/2/8,619
DC8,DC4,2022/2/8,165
DC8,DC10,2022/2/8,14649
DC10,DC4,2022/2/8,58587
DC10,DC8,2022/2/8,609
DC4,DC8,2022/2/9,242
DC4,DC10,2022/2/9,352
DC7,DC4,2022/2/9,1
DC7,DC8,2022/2/9,808
DC7,DC10,2022/2/9,1741
DC8,DC4,2022/2/9,184
DC8,DC9,2022/2/9,1
DC8,DC10,2022/2/9,9923
DC10,DC4,2022/2/9,46091
DC10,DC8,2022/2/9,366
DC4,DC8,2022/2/10,124
DC4,DC10,2022/2/10,272
DC7,DC8,2022/2/10,1755
DC7,DC10,2022/2/10,513
DC8,DC4,2022/2/10,248
DC8,DC5,2022/2/10,3
DC8,DC9,2022/2/10,2
DC8,DC10,2022/2/10,12216
DC10,DC4,2022/2/10,16942
DC10,DC8,2022/2/10,318
DC4,DC8,2022/2/11,318
DC4,DC10,2022/2/11,2551
DC7,DC4,2022/2/11,3
DC7,DC8,2022/2/11,1333
DC7,DC10,2022/2/11,769
DC8,DC3,2022/2/11,3
DC8,DC4,2022/2/11,226
DC8,DC9,2022/2/11,1
DC8,DC10,2022/2/11,24622
DC10,DC4,2022/2/11,37457
DC10,DC8,2022/2/11,405
DC4,DC8,2022/2/12,11
DC4,DC10,2022/2/12,247
DC7,DC4,2022/2/12,4
DC7,DC8,2022/2/12,596
DC7,DC10,2022/2/12,529
DC8,DC4,2022/2/12,227
DC8,DC10,2022/2/12,26421
DC10,DC4,2022/2/12,19784
DC10,DC8,2022/2/12,422
DC4,DC8,2022/2/13,45
DC4,DC10,2022/2/13,1625
DC7,DC4,2022/2/13,1
DC7,DC8,2022/2/13,1725
DC7,DC10,2022/2/13,705
DC8,DC4,2022/2/13,208
DC8,DC9,2022/2/13,1
DC8,DC10,2022/2/13,14267
DC10,DC4,2022/2/13,32728
DC10,DC8,2022/2/13,984
DC4,DC8,2022/2/14,47
DC4,DC10,2022/2/14,189
DC7,DC4,2022/2/14,3
DC7,DC8,2022/2/14,552
DC7,DC10,2022/2/14,808
DC8,DC4,2022/2/14,441
DC8,DC10,2022/2/14,19160
DC10,DC4,2022/2/14,33631
DC10,DC8,2022/2/14,664
DC4,DC8,2022/2/15,68
DC4,DC10,2022/2/15,200
DC7,DC4,2022/2/15,6
DC7,DC8,2022/2/15,975
DC7,DC10,2022/2/15,334
DC8,DC4,2022/2/15,166
DC8,DC10,2022/2/15,30956
DC10,DC4,2022/2/15,18214
DC10,DC8,2022/2/15,385
DC4,DC8,2022/2/16,93
DC4,DC10,2022/2/16,217
DC7,DC4,2022/2/16,3
DC7,DC8,2022/2/16,1950
DC7,DC10,2022/2/16,653
DC8,DC4,2022/2/16,194
DC8,DC9,2022/2/16,3
DC8,DC10,2022/2/16,24092
DC10,DC4,2022/2/16,40432
DC10,DC8,2022/2/16,401
DC4,DC8,2022/2/17,110
DC4,DC10,2022/2/17,178
DC7,DC8,2022/2/17,1567
DC7,DC10,2022/2/17,1005
DC8,DC4,2022/2/17,252
DC8,DC10,2022/2/17,8934
DC10,DC4,2022/2/17,16914
DC10,DC8,2022/2/17,280
DC10,DC9,2022/2/17,2
DC4,DC8,2022/2/18,105
DC4,DC10,2022/2/18,1053
DC7,DC8,2022/2/18,1575
DC7,DC10,2022/2/18,830
DC8,DC4,2022/2/18,100
DC8,DC10,2022/2/18,8634
DC10,DC4,2022/2/18,40982
DC10,DC8,2022/2/18,522
DC4,DC8,2022/2/19,14
DC4,DC10,2022/2/19,6
DC7,DC8,2022/2/19,1936
DC7,DC10,2022/2/19,326
DC8,DC4,2022/2/19,388
DC8,DC10,2022/2/19,12926
DC10,DC4,2022/2/19,36334
DC10,DC8,2022/2/19,368
DC4,DC8,2022/2/20,47
DC4,DC10,2022/2/20,1532
DC7,DC8,2022/2/20,1480
DC7,DC10,2022/2/20,286
DC8,DC4,2022/2/20,202
DC8,DC10,2022/2/20,13491
DC10,DC4,2022/2/20,37109
DC10,DC8,2022/2/20,839
DC4,DC8,2022/2/21,75
DC4,DC10,2022/2/21,171
DC7,DC8,2022/2/21,690
DC7,DC10,2022/2/21,919
DC8,DC4,2022/2/21,129
DC8,DC10,2022/2/21,17684
DC10,DC4,2022/2/21,24899
DC10,DC8,2022/2/21,489
DC4,DC8,2022/2/22,102
DC4,DC10,2022/2/22,217
DC7,DC8,2022/2/22,1251
DC7,DC10,2022/2/22,679
DC8,DC4,2022/2/22,3022
DC8,DC10,2022/2/22,19084
DC10,DC4,2022/2/22,36589
DC10,DC8,2022/2/22,892
DC4,DC8,2022/2/23,77
DC4,DC10,2022/2/23,211
DC7,DC4,2022/2/23,2
DC7,DC8,2022/2/23,554
DC7,DC10,2022/2/23,298
DC8,DC4,2022/2/23,3044
DC8,DC10,2022/2/23,25710
DC10,DC4,2022/2/23,24963
DC10,DC8,2022/2/23,481
DC4,DC8,2022/2/24,203
DC4,DC10,2022/2/24,134
DC7,DC4,2022/2/24,3
DC7,DC8,2022/2/24,733
DC7,DC10,2022/2/24,832
DC8,DC4,2022/2/24,1026
DC8,DC10,2022/2/24,8333
DC10,DC4,2022/2/24,54285
DC10,DC8,2022/2/24,471
DC4,DC8,2022/2/25,567
DC4,DC10,2022/2/25,158
DC7,DC8,2022/2/25,1795
DC7,DC10,2022/2/25,558
DC8,DC4,2022/2/25,154
DC8,DC10,2022/2/25,31002
DC10,DC4,2022/2/25,32409
DC10,DC8,2022/2/25,305
DC4,DC8,2022/2/26,14
DC4,DC10,2022/2/26,1198
DC7,DC8,2022/2/26,1199
DC7,DC10,2022/2/26,806
DC8,DC4,2022/2/26,180
DC8,DC10,2022/2/26,24596
DC10,DC4,2022/2/26,64327
DC10,DC8,2022/2/26,206
DC4,DC8,2022/2/27,27
DC4,DC10,2022/2/27,1565
DC7,DC4,2022/2/27,4
DC7,DC8,2022/2/27,545
DC7,DC10,2022/2/27,835
DC8,DC4,2022/2/27,396
DC8,DC10,2022/2/27,21339
DC10,DC4,2022/2/27,18261
DC10,DC8,2022/2/27,458
DC4,DC8,2022/2/28,61
DC4,DC10,2022/2/28,117
DC7,DC4,2022/2/28,3
DC7,DC8,2022/2/28,880
DC7,DC10,2022/2/28,290
DC8,DC4,2022/2/28,1947
DC8,DC10,2022/2/28,14096
DC10,DC4,2022/2/28,39580
DC10,DC8,2022/2/28,281
DC4,DC8,2022/3/1,119
DC4,DC10,2022/3/1,508
DC7,DC4,2022/3/1,4
DC7,DC8,2022/3/1,1961
DC7,DC10,2022/3/1,313
DC8,DC4,2022/3/1,347
DC8,DC10,2022/3/1,24616
DC10,DC4,2022/3/1,64834
DC10,DC8,2022/3/1,1983
DC4,DC8,2022/3/2,103
DC4,DC10,2022/3/2,147
DC7,DC8,2022/3/2,1032
DC7,DC10,2022/3/2,1020
DC8,DC4,2022/3/2,216
DC8,DC10,2022/3/2,21820
DC10,DC4,2022/3/2,51907
DC10,DC8,2022/3/2,415
DC4,DC8,2022/3/3,89
DC4,DC10,2022/3/3,190
DC7,DC8,2022/3/3,1235
DC7,DC10,2022/3/3,722
DC8,DC4,2022/3/3,221
DC8,DC10,2022/3/3,22856
DC10,DC4,2022/3/3,60758
DC10,DC8,2022/3/3,978
DC4,DC8,2022/3/4,86
DC4,DC10,2022/3/4,2460
DC7,DC8,2022/3/4,570
DC7,DC10,2022/3/4,640
DC8,DC4,2022/3/4,198
DC8,DC10,2022/3/4,27741
DC10,DC4,2022/3/4,44062
DC10,DC8,2022/3/4,289
DC4,DC8,2022/3/5,1
DC7,DC4,2022/3/5,2
DC7,DC8,2022/3/5,1038
DC7,DC10,2022/3/5,1022
DC8,DC4,2022/3/5,184
DC8,DC10,2022/3/5,9893
DC10,DC4,2022/3/5,55927
DC10,DC8,2022/3/5,214
DC4,DC8,2022/3/6,21
DC4,DC10,2022/3/6,1082
DC7,DC4,2022/3/6,1
DC7,DC8,2022/3/6,643
DC7,DC10,2022/3/6,783
DC8,DC4,2022/3/6,64
DC8,DC10,2022/3/6,11332
DC10,DC4,2022/3/6,32419
DC10,DC8,2022/3/6,142
DC4,DC8,2022/3/7,100
DC4,DC10,2022/3/7,327
DC7,DC4,2022/3/7,4
DC7,DC8,2022/3/7,1984
DC7,DC10,2022/3/7,1103
DC8,DC4,2022/3/7,156
DC8,DC10,2022/3/7,22098
DC10,DC4,2022/3/7,52679
DC10,DC8,2022/3/7,445
DC4,DC8,2022/3/8,40
DC4,DC10,2022/3/8,267
DC7,DC8,2022/3/8,1313
DC7,DC10,2022/3/8,858
DC8,DC4,2022/3/8,181
DC8,DC10,2022/3/8,18164
DC10,DC4,2022/3/8,17834
DC10,DC8,2022/3/8,434
DC4,DC8,2022/3/9,105
DC4,DC10,2022/3/9,284
DC7,DC8,2022/3/9,1880
DC7,DC10,2022/3/9,506
DC8,DC4,2022/3/9,136
DC8,DC10,2022/3/9,14476
DC10,DC4,2022/3/9,29233
DC10,DC8,2022/3/9,345
DC4,DC8,2022/3/10,76
DC4,DC10,2022/3/10,212
DC7,DC8,2022/3/10,1270
DC7,DC10,2022/3/10,982
DC8,DC4,2022/3/10,176
DC8,DC10,2022/3/10,8703
DC10,DC3,2022/3/10,8
DC10,DC4,2022/3/10,16643
DC10,DC8,2022/3/10,881
DC4,DC8,2022/3/11,147
DC4,DC10,2022/3/11,3053
DC7,DC8,2022/3/11,834
DC7,DC10,2022/3/11,521
DC8,DC4,2022/3/11,184
DC8,DC5,2022/3/11,2
DC8,DC10,2022/3/11,18358
DC10,DC4,2022/3/11,89845
DC10,DC8,2022/3/11,470
DC4,DC8,2022/3/12,3
DC4,DC10,2022/3/12,5
DC7,DC8,2022/3/12,1705
DC7,DC10,2022/3/12,562
DC8,DC4,2022/3/12,216
DC8,DC10,2022/3/12,29315
DC10,DC4,2022/3/12,51145
DC10,DC8,2022/3/12,273
DC4,DC8,2022/3/13,4
DC4,DC10,2022/3/13,5
DC7,DC4,2022/3/13,1
DC7,DC8,2022/3/13,1808
DC7,DC10,2022/3/13,1944
DC8,DC4,2022/3/13,91
DC8,DC10,2022/3/13,23763
DC10,DC4,2022/3/13,30501
DC10,DC8,2022/3/13,226
DC4,DC8,2022/3/14,56
DC4,DC10,2022/3/14,137
DC7,DC8,2022/3/14,1447
DC7,DC10,2022/3/14,871
DC8,DC4,2022/3/14,186
DC8,DC10,2022/3/14,21176
DC10,DC4,2022/3/14,27236
DC10,DC8,2022/3/14,676
DC4,DC8,2022/3/15,99
DC4,DC10,2022/3/15,21
DC7,DC8,2022/3/15,1405
DC7,DC10,2022/3/15,618
DC8,DC4,2022/3/15,147
DC8,DC10,2022/3/15,22422
DC10,DC4,2022/3/15,26629
DC10,DC8,2022/3/15,468
DC4,DC8,2022/3/16,41
DC4,DC10,2022/3/16,12
DC7,DC8,2022/3/16,1259
DC7,DC10,2022/3/16,460
DC8,DC4,2022/3/16,132
DC8,DC10,2022/3/16,25125
DC10,DC4,2022/3/16,18852
DC10,DC8,2022/3/16,399
DC4,DC8,2022/3/17,118
DC4,DC10,2022/3/17,31
DC7,DC8,2022/3/17,1453
DC7,DC10,2022/3/17,552
DC8,DC4,2022/3/17,238
DC8,DC10,2022/3/17,32270
DC10,DC4,2022/3/17,29996
DC10,DC8,2022/3/17,267
DC4,DC8,2022/3/18,94
DC4,DC10,2022/3/18,62
DC7,DC8,2022/3/18,1082
DC7,DC10,2022/3/18,737
DC8,DC4,2022/3/18,144
DC8,DC10,2022/3/18,25669
DC10,DC4,2022/3/18,65492
DC10,DC8,2022/3/18,323
DC4,DC8,2022/3/19,1
DC4,DC10,2022/3/19,18
DC7,DC4,2022/3/19,3
DC7,DC8,2022/3/19,997
DC7,DC10,2022/3/19,321
DC8,DC4,2022/3/19,220
DC8,DC10,2022/3/19,29008
DC10,DC4,2022/3/19,29882
DC10,DC8,2022/3/19,142
DC4,DC10,2022/3/20,884
DC7,DC4,2022/3/20,2
DC7,DC8,2022/3/20,1749
DC7,DC10,2022/3/20,330
DC8,DC4,2022/3/20,103
DC8,DC10,2022/3/20,24728
DC10,DC4,2022/3/20,25563
DC10,DC8,2022/3/20,217
DC4,DC8,2022/3/21,40
DC4,DC10,2022/3/21,52
DC7,DC8,2022/3/21,1249
DC7,DC10,2022/3/21,408
DC8,DC4,2022/3/21,163
DC8,DC10,2022/3/21,29731
DC10,DC4,2022/3/21,40501
DC10,DC8,2022/3/21,276
DC4,DC8,2022/3/22,102
DC4,DC10,2022/3/22,29
DC7,DC8,2022/3/22,1370
DC7,DC10,2022/3/22,712
DC8,DC4,2022/3/22,402
DC8,DC10,2022/3/22,16646
DC10,DC4,2022/3/22,33926
DC10,DC8,2022/3/22,265
DC4,DC8,2022/3/23,43
DC4,DC10,2022/3/23,31
DC7,DC8,2022/3/23,1309
DC7,DC10,2022/3/23,545
DC8,DC4,2022/3/23,254
DC8,DC10,2022/3/23,21931
DC10,DC4,2022/3/23,28040
DC10,DC8,2022/3/23,287
DC4,DC8,2022/3/24,84
DC4,DC10,2022/3/24,63
DC7,DC8,2022/3/24,871
DC7,DC10,2022/3/24,832
DC8,DC4,2022/3/24,159
DC8,DC10,2022/3/24,11607
DC10,DC4,2022/3/24,25055
DC10,DC8,2022/3/24,495
DC4,DC8,2022/3/25,94
DC4,DC10,2022/3/25,7
DC7,DC8,2022/3/25,642
DC7,DC10,2022/3/25,818
DC8,DC4,2022/3/25,141
DC8,DC10,2022/3/25,24025
DC10,DC4,2022/3/25,37422
DC10,DC8,2022/3/25,434
DC4,DC8,2022/3/26,8
DC4,DC10,2022/3/26,2
DC7,DC4,2022/3/26,3
DC7,DC8,2022/3/26,831
DC7,DC10,2022/3/26,650
DC8,DC4,2022/3/26,135
DC8,DC10,2022/3/26,11126
DC10,DC4,2022/3/26,26855
DC10,DC8,2022/3/26,322
DC4,DC8,2022/3/27,4
DC4,DC10,2022/3/27,14
DC7,DC4,2022/3/27,1
DC7,DC8,2022/3/27,1636
DC7,DC10,2022/3/27,555
DC8,DC4,2022/3/27,107
DC8,DC10,2022/3/27,27904
DC10,DC4,2022/3/27,21229
DC10,DC8,2022/3/27,206
DC4,DC8,2022/3/28,38
DC4,DC10,2022/3/28,250
DC7,DC8,2022/3/28,1110
DC7,DC10,2022/3/28,590
DC8,DC4,2022/3/28,349
DC8,DC10,2022/3/28,16499
DC10,DC4,2022/3/28,27033
DC10,DC8,2022/3/28,700
DC4,DC8,2022/3/29,118
DC4,DC10,2022/3/29,255
DC7,DC8,2022/3/29,1681
DC7,DC10,2022/3/29,949
DC8,DC4,2022/3/29,415
DC8,DC10,2022/3/29,8755
DC10,DC4,2022/3/29,49981
DC10,DC5,2022/3/29,7
DC10,DC8,2022/3/29,975
DC4,DC8,2022/3/30,88
DC4,DC10,2022/3/30,195
DC7,DC8,2022/3/30,751
DC7,DC10,2022/3/30,789
DC8,DC4,2022/3/30,468
DC8,DC10,2022/3/30,13401
DC10,DC4,2022/3/30,52729
DC10,DC8,2022/3/30,415
DC4,DC8,2022/3/31,80
DC4,DC10,2022/3/31,111
DC7,DC8,2022/3/31,775
DC7,DC10,2022/3/31,922
DC8,DC4,2022/3/31,202
DC8,DC10,2022/3/31,20427
DC10,DC4,2022/3/31,21038
DC10,DC8,2022/3/31,923
DC4,DC8,2022/4/1,91
DC4,DC10,2022/4/1,27
DC7,DC8,2022/4/1,941
DC7,DC10,2022/4/1,599
DC8,DC4,2022/4/1,151
DC8,DC10,2022/4/1,21117
DC10,DC4,2022/4/1,56317
DC10,DC8,2022/4/1,467
DC4,DC8,2022/4/2,81
DC4,DC10,2022/4/2,1009
DC7,DC4,2022/4/2,7
DC7,DC8,2022/4/2,627
DC7,DC10,2022/4/2,302
DC8,DC4,2022/4/2,336
DC8,DC10,2022/4/2,30974
DC10,DC4,2022/4/2,61963
DC10,DC8,2022/4/2,588
DC4,DC8,2022/4/3,29
DC4,DC10,2022/4/3,1717
DC7,DC8,2022/4/3,993
DC7,DC10,2022/4/3,559
DC8,DC4,2022/4/3,179
DC8,DC10,2022/4/3,23414
DC10,DC4,2022/4/3,29675
DC10,DC8,2022/4/3,99
DC4,DC8,2022/4/4,1
DC4,DC10,2022/4/4,2
DC7,DC8,2022/4/4,761
DC7,DC10,2022/4/4,346
DC8,DC4,2022/4/4,138
DC8,DC10,2022/4/4,14562
DC10,DC4,2022/4/4,13871
DC10,DC8,2022/4/4,204
DC4,DC8,2022/4/5,4
DC4,DC10,2022/4/5,15
DC7,DC8,2022/4/5,608
DC7,DC10,2022/4/5,420
DC8,DC4,2022/4/5,130
DC8,DC10,2022/4/5,12134
DC10,DC4,2022/4/5,18036
DC10,DC8,2022/4/5,406
DC4,DC8,2022/4/6,56
DC4,DC10,2022/4/6,185
DC7,DC4,2022/4/6,4
DC7,DC8,2022/4/6,1694
DC7,DC10,2022/4/6,638
DC8,DC3,2022/4/6,2
DC8,DC4,2022/4/6,400
DC8,DC5,2022/4/6,4
DC8,DC10,2022/4/6,32211
DC10,DC4,2022/4/6,46642
DC10,DC8,2022/4/6,396
DC4,DC8,2022/4/7,78
DC4,DC10,2022/4/7,201
DC7,DC8,2022/4/7,1368
DC7,DC10,2022/4/7,922
DC8,DC4,2022/4/7,448
DC8,DC10,2022/4/7,29276
DC10,DC4,2022/4/7,64208
DC10,DC8,2022/4/7,339
DC4,DC8,2022/4/8,123
DC4,DC10,2022/4/8,144
DC7,DC8,2022/4/8,2006
DC7,DC10,2022/4/8,524
DC8,DC4,2022/4/8,361
DC8,DC10,2022/4/8,27305
DC10,DC4,2022/4/8,92035
DC10,DC8,2022/4/8,528
DC4,DC8,2022/4/9,18
DC4,DC10,2022/4/9,1174
DC7,DC8,2022/4/9,1252
DC7,DC10,2022/4/9,533
DC8,DC4,2022/4/9,173
DC8,DC10,2022/4/9,29621
DC10,DC4,2022/4/9,38612
DC10,DC8,2022/4/9,248
DC4,DC8,2022/4/10,9
DC4,DC10,2022/4/10,8
DC7,DC8,2022/4/10,1700
DC7,DC10,2022/4/10,360
DC8,DC4,2022/4/10,190
DC8,DC10,2022/4/10,10336
DC10,DC4,2022/4/10,73025
DC10,DC8,2022/4/10,444
DC4,DC8,2022/4/11,118
DC4,DC10,2022/4/11,755
DC7,DC8,2022/4/11,691
DC7,DC10,2022/4/11,817
DC8,DC4,2022/4/11,141
DC8,DC10,2022/4/11,17547
DC10,DC4,2022/4/11,33343
DC10,DC8,2022/4/11,573
DC4,DC8,2022/4/12,177
DC4,DC10,2022/4/12,1332
DC7,DC8,2022/4/12,860
DC7,DC10,2022/4/12,730
DC8,DC4,2022/4/12,266
DC8,DC10,2022/4/12,20963
DC10,DC4,2022/4/12,44472
DC10,DC8,2022/4/12,394
DC4,DC8,2022/4/13,84
DC4,DC10,2022/4/13,249
DC7,DC8,2022/4/13,764
DC7,DC10,2022/4/13,476
DC8,DC4,2022/4/13,352
DC8,DC10,2022/4/13,17459
DC10,DC3,2022/4/13,2
DC10,DC4,2022/4/13,60504
DC10,DC8,2022/4/13,923
DC4,DC8,2022/4/14,223
DC4,DC10,2022/4/14,136
DC7,DC8,2022/4/14,655
DC7,DC10,2022/4/14,692
DC8,DC4,2022/4/14,411
DC8,DC10,2022/4/14,28187
DC10,DC4,2022/4/14,48578
DC10,DC8,2022/4/14,589
DC4,DC8,2022/4/15,159
DC4,DC10,2022/4/15,200
DC7,DC8,2022/4/15,538
DC7,DC10,2022/4/15,463
DC8,DC4,2022/4/15,136
DC8,DC10,2022/4/15,29840
DC10,DC4,2022/4/15,129186
DC10,DC8,2022/4/15,545
DC4,DC8,2022/4/16,1
DC7,DC4,2022/4/16,2
DC7,DC8,2022/4/16,598
DC7,DC10,2022/4/16,793
DC8,DC4,2022/4/16,335
DC8,DC10,2022/4/16,10118
DC10,DC4,2022/4/16,35046
DC10,DC8,2022/4/16,456
DC4,DC8,2022/4/17,33
DC4,DC10,2022/4/17,2177
DC7,DC4,2022/4/17,2
DC7,DC8,2022/4/17,862
DC7,DC10,2022/4/17,983
DC8,DC4,2022/4/17,152
DC8,DC10,2022/4/17,9606
DC10,DC4,2022/4/17,53180
DC10,DC8,2022/4/17,379
DC4,DC8,2022/4/18,121
DC4,DC10,2022/4/18,229
DC7,DC8,2022/4/18,1105
DC7,DC10,2022/4/18,506
DC8,DC4,2022/4/18,453
DC8,DC10,2022/4/18,26839
DC10,DC4,2022/4/18,64388
DC10,DC8,2022/4/18,800
DC4,DC8,2022/4/19,69
DC4,DC10,2022/4/19,254
DC7,DC8,2022/4/19,630
DC7,DC10,2022/4/19,286
DC8,DC4,2022/4/19,399
DC8,DC10,2022/4/19,27020
DC10,DC4,2022/4/19,69279
DC10,DC8,2022/4/19,1009
DC4,DC8,2022/4/20,177
DC4,DC10,2022/4/20,161
DC7,DC8,2022/4/20,687
DC7,DC10,2022/4/20,351
DC8,DC4,2022/4/20,343
DC8,DC10,2022/4/20,31418
DC10,DC4,2022/4/20,26684
DC10,DC8,2022/4/20,868
DC4,DC8,2022/4/21,201
DC4,DC10,2022/4/21,183
DC7,DC4,2022/4/21,4
DC7,DC8,2022/4/21,1503
DC7,DC10,2022/4/21,1021
DC8,DC4,2022/4/21,292
DC8,DC10,2022/4/21,25800
DC10,DC4,2022/4/21,35365
DC10,DC8,2022/4/21,774
DC4,DC8,2022/4/22,221
DC4,DC10,2022/4/22,176
DC7,DC8,2022/4/22,701
DC7,DC10,2022/4/22,585
DC8,DC4,2022/4/22,181
DC8,DC10,2022/4/22,29773
DC10,DC4,2022/4/22,100657
DC10,DC8,2022/4/22,557
DC4,DC8,2022/4/23,1
DC4,DC10,2022/4/23,3
DC7,DC8,2022/4/23,613
DC7,DC10,2022/4/23,431
DC8,DC4,2022/4/23,178
DC8,DC10,2022/4/23,25464
DC10,DC4,2022/4/23,50442
DC10,DC8,2022/4/23,290
DC4,DC8,2022/4/24,61
DC4,DC10,2022/4/24,222
DC7,DC8,2022/4/24,824
DC7,DC10,2022/4/24,551
DC8,DC4,2022/4/24,257
DC8,DC10,2022/4/24,22736
DC10,DC4,2022/4/24,78463
DC10,DC8,2022/4/24,1830
DC4,DC8,2022/4/25,91
DC4,DC10,2022/4/25,156
DC7,DC8,2022/4/25,646
DC7,DC10,2022/4/25,465
DC8,DC4,2022/4/25,889
DC8,DC5,2022/4/25,7
DC8,DC10,2022/4/25,24319
DC10,DC4,2022/4/25,68679
DC10,DC8,2022/4/25,1394
DC4,DC8,2022/4/26,101
DC4,DC10,2022/4/26,438
DC7,DC4,2022/4/26,1
DC7,DC8,2022/4/26,1059
DC7,DC10,2022/4/26,872
DC8,DC4,2022/4/26,583
DC8,DC10,2022/4/26,40382
DC10,DC4,2022/4/26,109831
DC10,DC8,2022/4/26,3792
DC4,DC8,2022/4/27,75
DC4,DC10,2022/4/27,239
DC7,DC4,2022/4/27,3
DC7,DC8,2022/4/27,1250
DC7,DC10,2022/4/27,662
DC8,DC4,2022/4/27,572
DC8,DC10,2022/4/27,23848
DC10,DC4,2022/4/27,104365
DC10,DC8,2022/4/27,1792
DC10,DC9,2022/4/27,3
DC4,DC8,2022/4/28,81
DC4,DC10,2022/4/28,214
DC7,DC4,2022/4/28,11
DC7,DC8,2022/4/28,865
DC7,DC10,2022/4/28,685
DC8,DC4,2022/4/28,1870
DC8,DC9,2022/4/28,4
DC8,DC10,2022/4/28,25537
DC10,DC4,2022/4/28,56325
DC10,DC8,2022/4/28,1636
DC4,DC8,2022/4/29,227
DC4,DC10,2022/4/29,21
DC7,DC4,2022/4/29,2
DC7,DC8,2022/4/29,1015
DC7,DC10,2022/4/29,1005
DC8,DC4,2022/4/29,842
DC8,DC10,2022/4/29,20155
DC10,DC4,2022/4/29,36596
DC10,DC8,2022/4/29,747
DC4,DC8,2022/4/30,50
